item_qid,label_zh,label_kk,label_en,description_zh,description_kk,description_en
Q985711,住之江區,,Suminoe-ku,日本大阪府大阪市的行政區,,ward of Japan
Q107402,罗莎琳·萨斯曼·耶洛,Розалин Сасмен Ялоу,Rosalyn Sussman Yalow,,,American medical physicist (1921-2011)
Q1205572,下北郡,,Shimokita District,,,"district in Aomori prefecture, Japan"
Q420710,四苯甲烷,,tetraphenylmethane,,,chemical compound
Q131318,胡安·拉蒙·希梅内斯,Хуан Рамон Хименес,Juan Ramón Jiménez,,,Spanish poet
Q483277,朴容夏,,Park Yong-ha,,,"actor, singer (1977-2010)"
Q294290,馬部,⾺,Kangxi radical 187 (⾺),漢字部首,,traditional Chinese radical horse (U+2FBA)
Q697394,清水混凝土,,béton brut,,,unfinished concrete
Q16033295,圓規 (消歧義),,Compass,维基媒体消歧义页,,Wikimedia disambiguation page
Q1327649,戴尔·戴维斯,,Dale Davis,,,American basketball player
Q3120823,GUNDAM激鬥年代記,,Gundam Battle Chronicle,,,2007 video game
Q8193224,割腕,,,,,
Q250924,阿爾瓦羅·科洛姆,,Álvaro Colom,,,President of Guatemala (2008-2012)
Q10924621,四國新幹線,,Shikoku Shinkansen,,,
Q193591,雙四角錐柱,,elongated square bipyramid,,,Johnson solid
Q10864126,丁丁是個人才,,,台灣網路流行用語,,
Q10923903,喻长霖,,Yu Changlin,,,Late Qing scholar
Q3285350,愛·人生·幸福·歌,,4tsu no L,平原綾香的音樂專輯,,2006 studio album by Ayaka Hirahara
Q4390247,可识别语言,,Recognizable set,,,
Q196593,雙五角錐柱,,elongated pentagonal bipyramid,,,Johnson solid
Q7196561,雞腿,,chicken leg quarters,食材,,section of a chicken
Q10891751,全羅南道 (日本統治時代),,Zenra-nan Prefecture,,,Defunct Japanese colonial province in Chōsen (Korea)
Q1202613,開成町,,Kaisei,日本神奈川縣的町,,"town in Ashigarakami district, Kanagawa prefecture, Japan"
Q41451,邦蒂群岛,,Bounty Islands,,,archipelago in the South Pacific Ocean
Q276886,2004年度環球小姐比賽,,Miss Universe 2004,,,53rd Miss Universe pageant
Q7257915,政府宣傳片,,public information film,政府制作的影像,,series of UK government-commissioned short films
Q5581697,贡水,,Gong Jiang,,,river in People's Republic of China
Q127611,硼烷,Борсутектер,borane,,,any chemical compound composed of boron and hydrogen atoms only
Q9097085,宜賓龍,,Yibinosaurus,,,
Q448005,大衛·歐提茲,,David Ortiz,,,Professional baseball player
Q9119989,吳聰敏,,,臺灣經濟學家,,
Q159347,史提夫·麥昆,,Steve McQueen,,,American actor (1930–1980)
Q30359,草原犬鼠,Шалғын иті,Cynomys,,,"prairie dogs, North American genus of squirrels"
Q7490648,沙田浸信會,,Shatin Baptist Church,,,"church in Sha Tin, Hong Kong"
Q26780,有岡大貴,,Daiki Arioka,日本偶像團體Hey! Say! JUMP團員,,"Japanese actor, tarento and singer"
Q7069885,紐奴·米基爾·文迪斯·卡華里路,,Nuno Miguel Mendes Cavaleiro,,,Portuguese footballer
Q215304,創世神話,Әлемнің пайда болуы,creation myth,,,symbolic narrative of how the world began and how people first came to inhabit it
Q179234,克羅馬儂人,Кроманьондықтар,Cro-Magnon Man,,,Sub-species of homo sapiens from the lower palaeolithic
Q16894648,歐巴賓海蠍,,Opabinia,,,extinct stem-arthropod species found in Cambrian fossil deposits
Q1203771,板倉町,,Itakura,日本群馬縣邑樂郡的町,,"town in Ōra district, Gunma prefecture, Japan"
Q1762,埃拉伽巴路斯,,Elagabalus,,,Roman Emperor (218-222)
Q103824,血液學,гематолог,hematology,学科,,"study of blood, the blood-forming organs, and blood diseases"
Q2284406,新宇宙飛龍,,Gaiking: Legend of Daiku-Maryu,,,television anime
Q2884266,张国光,,Zhang Guoguang,,,Chinese politician
Q387072,卡蜜拉·貝兒,,Camilla Belle,,,American actress
Q996397,加伯轉換,,Gabor transform,,,
Q1184480,佐用町,,Sayo,,,"town in Sayo District, Hyogo Prefecture, Japan"
Q2363061,佛洛威治,,Forodwaith,,,fictional region in Middle-earth
Q2012227,帕扎爾吉克州,,Pazardzhik,,,oblast of Bulgaria
Q18654361,滾動調查,,,,,
Q1567120,李懷光,,Li Huaiguang,,,Chinese general
Q8426210,香港一千元紙幣,,Hong Kong one thousand-dollar note,,,
Q3083166,高奇峰,,Gao Qifeng,,,Chinese painter (1889-1933)
Q10942302,奉浦大桥,,Fengpu Bridge,,,"bridge in Shanghai, China"
Q232305,罗杰·斯佩里,Роджер Сперри,Roger Sperry,,,American neuroscientist
Q126762,葛西站,,Kasai Station,日本東京都的鐵道車站,,"metro station in Edogawa-ku, Tokyo, Japan"
Q193159,俄罗斯联邦武装力量,,Russian Armed Forces,俄罗斯军事机构,,military forces of the Russian Federation
Q1168327,費比西獎,,FIPRESCI Prize,维基媒体消歧义页,,Wikimedia disambiguation page
Q605445,倉庫番,,Sokoban,,,1982 video game
Q10538467,贾菌,,Jia Jun,红楼梦人物,,Dream of the Red Chamber character
Q428459,菲蓋拉-達福什,,Figueira da Foz,葡萄牙科英布拉区市镇,,municipality and city in Portugal
Q622189,亞歷山太學派,Александрия мектебі,Alexandrian school,哲學學派,,philosophical school
Q8978628,金田一蓮十郎,,Renjūrō Kindaichi,,,Japanese manga artist
Q214483,P区元素,,p-block,,,periodic table block; on the right side of the periodic table and includes elements from the six columns beginning with column 13 and ending with column 18
Q2380356,黑霞鯊,,Black dogfish,,,species of fish
Q10108286,孔清觉,,,,,
Q482658,乙支大學,,Eulji University,,,"medical school in Daejeon, South Korea"
Q845073,開前不圓唇元音,,open front unrounded vowel,,,common vowel sound
Q908010,東大島站,,Higashi-ōjima Station,日本東京都的鐵道車站,,"metro station in Koto, Tokyo, Japan"
Q10852380,SCM格式,,,,,
Q15925401,飛刀，又見飛刀,,,,,
Q249302,天鵝座61,,61 Cygni,,,binary star in the Cygnus constellation
Q15913340,辛標記,,,,,
Q1072644,築上郡,,Chikujō district,日本福岡縣的郡,,"district in Fukuoka prefecture, Japan"
Q4545953,娛樂百分百,,100% Entertainment,,,Taiwanese entertainment show
Q392183,科南時代：希伯來人的冒險,,Age of Conan,,,2008 video game
Q997390,吉原市,,Yoshiwara,,,"dissolved municipality in Shizuoka prefecture, Japan"
Q850492,八女市,,Yame,日本福岡縣的市,,"city in the Fukuoka Prefecture, Japan"
Q237673,具惠善,Ку Хе Сон,Koo Hye-sun,韓國女演員,,"South Korean actress, director and singer"
Q10957869,小初音未來的日常,,Hachune Miku no Nichijō: Roipara!,,,Japanese manga series
Q7496952,下館市,,Shimodate,,,"dissolved municipality in Ibaraki Prefecture, Japan"
Q11178846,黎里镇,,Lili,,,town in Wujiang
Q1133151,水澤市,,Mizusawa,日本岩手縣的市,,"dissolved municipality in Iwate prefecture, Japan"
Q1150984,P/2007 R5,,322P/SOHO,,,periodic comet
Q10856145,YAHOO!搜尋人氣大獎,,YAHOO! Search Popularity Award,,,
Q11105909,林如海,,Lin Ruhai,《红楼梦》人物，林黛玉之父,,fictional character in the classic Chinese novel Dream of the Red Chamber
Q490133,創造韓國黨,,Creative Korea Party,,,2007–2012 political party in South Korea
Q7425880,極惡限戰,,Satan's Horns,,,2003 soundtrack single by Chthonic
Q1207384,名偵探柯南：水平線上的陰謀,,Detective Conan: Strategy Above the Depths,,,2005 Japanese animated film by Yasuichiro Yamamoto
Q387592,白羊座流星雨,,Arietids,,,meteor shower
Q15940239,資訊服務加值化,,,,,
Q6797822,臺中市市長,,Mayor of Taichung,臺灣臺中市行政機關首長,,"head of government of Taichung, Taiwan"
Q3120545,田邊伊衛郎,,Yellow Tanabe,,,Japanese manga artist
Q204220,紐約紅牛,Нью-Йорк Ред Буллз,New York Red Bulls,美国足球俱乐部,,"Major League Soccer franchise in Harrison, New Jersey, USA"
Q1347420,鮭川村,,Sakegawa,日本山形縣的村,,"village in Mogami District, Yamagata Prefecture, Japan"
Q637835,浮生若夢,,You Can't Take It With You,1938年电影,,1938 film by Frank Capra
Q9196154,李偉菘,,Paul Lee,新加坡詞曲作家、音樂製作人,,"Singaporean singer, songwriter, and record producer"
Q1987713,藍星行動,,Operation Blue Star,,,1984 Indian military operation
Q112034320,久春內村,,Kushunnai,,,dissolved municipality of Japan
Q1376876,小数,,decimal representation,,,expression in the form of a series
Q5970149,那山、那人、那狗,,Postmen in the Mountains,1999年电影,,1999 film by Huo Jianqi
Q859749,朝井秀樹,,Hideki Asai,,,Japanese baseball player
Q152183,卵神星,,38 Leda,小行星,астероид,main-belt asteroid
Q6854205,侬宗亶,,,,,
Q9380405,三大运动,,,,,
Q853175,卡利斯佩尔,Калиспэлл,Kalispell,美国蒙大拿州城市,,"city in Flathead County, Montana, United States"
Q4392256,呂紹嘉,,Lü Shao-chia,,,Taiwanese musician
Q1588568,高树勋,,Gao Shuxun,,,Chinese general (1897-1972)
Q111463,傍人,,Paranthropus,一類史前靈長動物,,genus of mammals
Q5520436,蒲生站,,Gamō Station,,,"railway station in Koshigaya, Saitama prefecture, Japan"
Q889751,陸上自衛隊,,Japan Ground Self-Defense Force,,,army branch of the Japanese armed forces
Q525109,于仁泰,,Ronny Yu,香港電影導演,,"Hong Kong film director, producer and screenwriter"
Q4611453,2008年賀歲盃足球賽,,2008 Lunar New Year Cup,,,2008 football tournament held in Hong Kong
Q223166,假聲男高音,,countertenor,,,high classical male singing voice
Q1121064,唯登詩樹,,Toshiki Yui,,,Japanese manga artist
Q15914208,翁大立,,Weng Dali,,,Ming dynasty person CBDB = 125163
Q134655,薔薇亞科,,Rosoideae,,,subfamily of plants
Q1150946,幪面超人KIVA,,Kamen Rider Kiva,,,television series
Q10883643,人間條件2—她和她生命中的男人們,,,,,
Q16924096,興勝創建,,,,,
Q15921910,開心少女組,,,,,
Q1352089,尼康FM2,,Nikon FM2,,,camera model
Q34615,阿德里亚,Адрия,Adria,意大利罗维戈省市镇,,Italian comune
Q699529,酩悅香檳,,Moët & Chandon,法国酒品牌,,French fine winery
Q6406392,菊池川,,Kikuchi River,日本河流,,river in Japan
Q10871422,两弹一星功勋奖章,,"Two Bombs, One Satellite Meritorious Medal",奖章,,
Q10923948,嘉兴府,,Jiaxing Fu,古代行政区划,,"historical administrative division in Zhejiang, China"
Q829522,拍频,,beat,,,term in acoustics
Q901818,結城愛良,,Aira Yuhki,,,Japanese singer
Q1061076,尼沙瓦州,,Nišava District,,,District of Serbia
Q217743,多系群,,polyphyly,生物分类学术语,,set of organisms that do not share an immediate common ancestor
Q6729471,肅嬪洪氏,,Royal Consort Sukbin Hong,,,King Munjong's consort of Joseon
Q144173,皿部,⽫,Radical 108,漢字部首,,Chinese character radical
Q11104438,松崗科技,,,,,
Q10889566,元史本證,,,,,
Q131380,金·貝辛格,Ким Бейсингер,Kim Basinger,,,American actress
Q725565,克里斯蒂安·普吕多姆,,Christian Prudhomme,,,French journalist and Tour de France general director
Q16922915,香港港口發展局,,Hong Kong Port Development Council,,,
Q11093738,朱善,,Zhu Shan,,,Ming dynasty person CBDB = 66473
Q310846,前人,,Homo antecessor,哺乳动物物种,,extinct species of archaic humans (Homo)
Q16071206,碧玉 (消歧義),,,维基媒体消歧义页,,Wikimedia disambiguation page
Q111860,蒙特斯库多,Монтескудо,Montescudo,意大利已废置的市镇,,former Italian comune
Q5281919,Discovery Asia,,Discovery Asia,,,Southeast Asian pay television channel
Q294721,AMC電影院,,AMC Theatres,,,US-based movie theater chain in the US and Europe
Q7254233,十八甫,,,,,
Q200073,拉米亞,,Lamia,,,daughter of Poseidon in Greek mythology
Q5362728,鹿晏弘,,Lu Yanhong,,,warlord
Q61220,法蘭克·薛慶,,Frank Schätzing,德国作家,,German writer
Q15916007,贫嘴张大民的幸福生活 (电视剧),,Loquacious Zhang Damin's Happy Life,2000年电视剧,,2000 television series
Q184998,考波什堡,Капошвар,Kaposvár,匈牙利城市,,city in Hungary
Q605455,波南帕克,,Bonampak,,,pre-Columbian archaeological site
Q300950,羅訴韋德案,,Roe v. Wade,1973年美国最高法院关于堕胎的判决,,1973 US Supreme Court judgement on abortion
Q232615,薩第斯,,Sardis,,,ancient city at the location of modern Sart
Q296269,圖帕克·阿馬魯,,Túpac Amaru,,,4th and last Inca Emperor of the Kingdom of Vilcabamba
Q16077395,王得臣,,Wang Dechen,,,Song dynasty person CBDB = 1890
Q2892535,子不语,,Zi Bu Yu,,,collection of supernatural stories
Q143644,海勒姆·约翰逊,,Hiram Johnson,,,California governor (1911-17) and senator (1917-45)
Q514260,德国童话之路,,German Fairy Tale Route,,,"tourist attraction in Germany established in 1975; with a length of 600 km, the route runs from Hanau in central Germany to Bremen in the north; tourist attractions along the route are focused around the brothers Wilhelm and Jacob Grimm"
Q1068752,霍华德大学,,Howard University,,,university in Washington D.C.
Q22908,老人院,Қарттар үйі,retirement home,,,housing facility intended for senior citizens
Q984630,優婆離,,Upali,釋迦牟尼佛十大弟子之一，持戒第一,,"One of Śākyamuni Buddha's ten chief disciples, foremost in discipline"
Q569788,滾動的岩石，清晨降臨到你身邊,,"Korogaru Iwa, Kimi ni Asa ga Furu",2008年日本單曲,,2008 single by the Japanese band Asian Kung-Fu Generation
Q11068056,張以誠,,Zhang Yicheng,,,politician
Q97014178,豐田神社,,Toyota Shrine,臺灣日治時期官營移民村—豐田村（今臺灣花蓮縣壽豐鄉豐裡、豐山、豐坪等三個村）的神社,,"Former Shinto shrine in Shoufeng Township, Hualien County, Taiwan"
Q15911780,质子-K/DM组级运载火箭,,,,,
Q1955124,原蹄獸,,Phenacodus,,,genus of Paleogene mammals
Q150147,远东及南太平洋残疾人运动会,,FESPIC Games,已被亚残运会取代的运动会,,multi-sport event in Asia
Q509541,安德鲁斯 (得克萨斯州),,Andrews,,,"city in and county seat of Andrews County, Texas, United States"
Q899494,質量作用定律,,law of mass action,,,scientific law
Q338433,腓特烈·瑙曼基金會,,Friedrich Naumann Foundation,,,German foundation for liberal politics
Q4715207,華盛頓地鐵綠線,,Green Line,,,Washington Metro rapid transit line
Q3272635,樹海,,Jyukai,,,Japanese musical duo
Q6620836,台灣足球俱樂部列表,,list of football clubs in Taiwan,维基媒体列表条目,,Wikimedia list article
Q4846396,符美芸,,Corrinne May,,,Singaporean musician
Q728938,通萨宗,,Trongsa District,,,dzongkhag
Q225854,吖啶黃,,acriflavine,化合物,,chemical compound
Q5447974,圣经中的无花果树,,figs in the Bible,,,references to figs and fig trees in the Tanakh and the New Testament
Q1480072,预表,,typology,,,"in theology, an approach to establishing relationships between the Old Testament and the New Testament of the Bible"
Q7210886,西貢南邊圍旅遊巴翻側事故,,2008 Sai Kung bus crash,,,
Q1048000,烏茲別克蘇維埃社會主義共和國國徽,,emblem of the Uzbek Soviet Socialist Republic,,,coat of arms
Q1022074,2007年東南亞運動會棒球比賽,,baseball at the 2007 Southeast Asian Games,,,
Q15894491,社会风气,,,,,
Q974125,傑森·貝,,Jason Bay,,,Canadian-American baseball player
Q303160,乌佩纳维克,,Upernavik,格陵兰的城镇,,town in Greenland
Q1093950,市政廳 (大倫敦),,City Hall,建筑,,"building in Southwark, London, formerly the headquarters of the Greater London Authority"
Q5357275,中尾明慶,,Akiyoshi Nakao,日本演員,,Japanese actor
Q570433,安苏马内·马内,,Ansumane Mané,,,President of Guinea-Bissau (1940-2000)
Q482591,靜岡縣小笠山綜合運動公園體育場,,Shizuoka Stadium,,,football stadium
Q5100203,中澳保護候鳥及其棲息環境的協定,,China–Australia Migratory Bird Agreement,,,The China–Australia Migratory Bird Agreement (CAMBA) is a bilateral treaty between Australia and China that aims to protect migratory birds and their environment between the two countries
Q5125631,陸小鳳傳奇之綉花大盜,,Clan of Amazons,,,1978 Hong Kong film directed by Chor Yuen
Q889796,面波,,surface wave,,,mechanical wave that propagates along the interface between differing media
Q1005300,漩口镇,,Xuankou Town,中国四川省阿坝藏族羌族自治州汶川县下辖的镇,,town in China
Q320699,科特迪瓦国徽,Кот-д’Ивуар елтаңбасы,coat of arms of Ivory Coast,国家徽章,,coat of arms
